id,red,green,blue,barony,county,duchy,kingdom,empire,terrain,culture,religion,holding,map red,map green,map blue
2450,2,108,25,Dingo,Dingo,Ophthalmia,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,31
2451,44,111,153,Prairie Downs,Prairie Downs,Ophthalmia,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,32
2452,86,114,26,Prairie Downs,Prairie Downs,Ophthalmia,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,33
2453,128,117,154,Prairie Downs,Prairie Downs,Ophthalmia,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,34
2454,170,120,27,Capricorn,Capricorn,Ophthalmia,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,35
2455,2,123,155,Capricorn,Capricorn,Ophthalmia,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,36
2456,44,126,28,Karijini,Karijini,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,37
2457,86,129,156,Karijini,Karijini,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,38
2458,128,132,29,Karijini,Karijini,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,39
2459,170,135,157,Tom Price,Tom Price,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,40
2460,2,138,30,Tom Price,Tom Price,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,41
2461,44,141,158,Tom Price,Tom Price,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,42
2462,86,144,31,Paraburdoo,Paraburdoo,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,43
2463,128,147,159,Paraburdoo,Paraburdoo,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,44
2464,170,150,32,Paraburdoo,Paraburdoo,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,45
2465,2,153,160,Pannawonica,Pannawonica,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,46
2466,44,156,33,Woorocoonda,Woorocoonda,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,47
2467,86,159,161,Woorocoonda,Woorocoonda,Hamersley,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,48
2468,128,162,34,Sherlock,Sherlock,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,49
2469,170,165,162,Sherlock,Sherlock,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,50
2470,2,168,35,Croydon Town,Croydon Town,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,51
2471,44,171,163,Croydon Town,Croydon Town,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,52
2472,86,174,36,Mungaroona,Mungaroona,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,53
2473,128,177,164,Mungaroona,Mungaroona,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,54
2474,170,180,37,Mungaroona,Mungaroona,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,55
2475,2,183,165,Hooley,Hooley,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,56
2476,44,186,38,Hooley,Hooley,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,57
2477,86,189,166,Millstream,Millstream,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,58
2478,128,192,39,Millstream,Millstream,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,59
2479,170,195,167,Millstream,Millstream,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,60
2480,2,198,40,Karratha,Karratha,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,61
2481,44,201,168,Karratha,Karratha,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,62
2482,86,204,41,Karratha,Karratha,Ngarluma,North Pilbara,Pilbara,plains,aussie,tersian,auto,226,151,63
2483,128,207,169,Fortescue,Fortescue,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,64
2484,170,210,42,Fortescue,Fortescue,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,65
2485,2,0,170,Fortescue,Fortescue,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,66
2486,44,3,43,Onslow,Onslow,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,67
2487,86,6,171,Onslow,Onslow,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,68
2488,128,9,44,Onslow,Onslow,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,69
2489,170,12,172,Onslow,Onslow,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,70
2490,2,15,45,Giralia,Giralia,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,71
2491,44,18,173,Giralia,Giralia,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,72
2492,86,21,46,Emu Creek,Emu Creek,Talandji Mardie,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,73
2493,128,24,174,Exmouth,Exmouth,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,74
2494,170,27,47,Exmouth,Exmouth,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,75
2495,2,30,175,Exmouth,Exmouth,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,76
2496,44,33,48,Winning,Winning,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,77
2497,86,36,176,Winning,Winning,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,78
2498,128,39,49,Winning,Winning,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,79
2499,170,42,177,Winning,Winning,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,80
2500,2,45,50,Mrilya Bridge,Mrilya Bridge,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,81
2501,44,48,178,Mrilya Bridge,Mrilya Bridge,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,82
2502,86,51,51,Macleod,Macleod,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,83
2503,128,54,179,Macleod,Macleod,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,84
2504,170,57,52,Carnarvon Town,Carnarvon Town,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,85
2505,2,60,180,Inggarda,Inggarda,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,86
2506,44,63,53,Inggarda,Inggarda,The Bulge,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,87
2507,86,66,181,Barlee,Barlee,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,88
2508,128,69,54,Barlee,Barlee,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,89
2509,170,72,182,Barlee,Barlee,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,90
2510,2,75,55,Ullawara,Ullawara,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,91
2511,44,78,183,Ullawara,Ullawara,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,92
2512,86,81,56,Kennedy Range,Kennedy Range,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,93
2513,128,84,184,Kennedy Range,Kennedy Range,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,94
2514,170,87,57,Kennedy Range,Kennedy Range,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,95
2515,2,90,185,Clifford,Clifford,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,96
2516,44,93,58,Clifford,Clifford,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,97
2517,86,96,186,Clifford,Clifford,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,98
2518,128,99,59,Lyons River,Lyons River,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,99
2519,170,102,187,Lyons River,Lyons River,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,100
2520,2,105,60,Lyons River,Lyons River,Lyonia,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,101
2521,44,108,188,Wooramel,Wooramel,Wooramel Riverlands,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,102
2522,86,111,61,Wooramel,Wooramel,Wooramel Riverlands,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,103
2523,128,114,189,Gilroyd,Gilroyd,Wooramel Riverlands,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,104
2524,170,117,62,Gilroyd,Gilroyd,Wooramel Riverlands,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,105
2525,2,120,190,Gilroyd,Gilroyd,Wooramel Riverlands,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,106
2526,44,123,63,Dairy Creek,Dairy Creek,Wooramel Riverlands,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,107
2527,86,126,191,Dairy Creek,Dairy Creek,Wooramel Riverlands,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,108
2528,128,129,64,Milly Milly,Milly Milly,Wooramel Riverlands,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,109
2529,170,132,192,Milly Milly,Milly Milly,Wooramel Riverlands,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,110
2530,2,135,65,Peron,Peron,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,111
2531,44,138,193,Peron,Peron,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,112
2532,86,141,66,Peron,Peron,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,113
2533,128,144,194,Toolonga,Toolonga,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,114
2534,170,147,67,Toolonga,Toolonga,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,115
2535,2,150,195,Toolonga,Toolonga,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,116
2536,44,153,68,Nookawarra,Nookawarra,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,117
2537,86,156,196,Nookawarra,Nookawarra,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,118
2538,128,159,69,Nookawarra,Nookawarra,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,119
2539,170,162,197,Billabalong,Billabalong,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,120
2540,2,165,70,Billabalong,Billabalong,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,121
2541,44,168,198,Billabalong,Billabalong,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,122
2542,86,171,71,Billabalong,Billabalong,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,123
2543,128,174,199,Billabalong,Billabalong,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,124
2544,170,177,72,Pinegrove,Pinegrove,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,125
2545,2,180,200,Pinegrove,Pinegrove,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,126
2546,44,183,73,Pinegrove,Pinegrove,Yamatji,Gascoyne,Pilbara,plains,aussie,tersian,auto,191,255,127
2547,86,186,201,Wanna,Wanna,Kenneth,Mid West,Pilbara,plains,aussie,tersian,auto,180,146,195
2548,128,189,74,Wanna,Wanna,Kenneth,Mid West,Pilbara,plains,aussie,tersian,auto,180,147,195
2549,170,192,202,Mount Vernon,Mount Vernon,Kenneth,Mid West,Pilbara,plains,aussie,tersian,auto,180,148,195
2550,2,195,75,Mount Vernon,Mount Vernon,Kenneth,Mid West,Pilbara,plains,aussie,tersian,auto,180,149,195
2551,44,198,203,Mount Augustus,Mount Augustus,Kenneth,Mid West,Pilbara,plains,aussie,tersian,auto,180,150,195
2552,86,201,76,Mount Augustus,Mount Augustus,Kenneth,Mid West,Pilbara,plains,aussie,tersian,auto,180,151,195
2553,128,204,204,Mount Augustus,Mount Augustus,Kenneth,Mid West,Pilbara,plains,aussie,tersian,auto,180,152,195
2554,170,207,77,Mulgui,Mulgui,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,153,195
2555,2,210,205,Mulgui,Mulgui,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,154,195
2556,44,0,78,Collier,Collier,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,155,195
2557,86,3,206,Collier,Collier,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,156,195
2558,128,6,79,Neds Creek,Neds Creek,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,157,195
2559,170,9,207,Neds Creek,Neds Creek,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,158,195
2560,2,12,80,Neds Creek,Neds Creek,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,159,195
2561,44,15,208,Bryah,Bryah,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,160,195
2562,86,18,81,Bryah,Bryah,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,161,195
2563,128,21,209,Doolgunna,Doolgunna,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,162,195
2564,170,24,82,Doolgunna,Doolgunna,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,163,195
2565,2,27,210,Doolgunna,Doolgunna,Collier Range,Mid West,Pilbara,plains,aussie,tersian,auto,180,164,195
2566,44,30,83,Clare,Clare,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,165,195
2567,86,33,211,Clare,Clare,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,166,195
2568,128,36,84,Landor,Landor,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,167,195
2569,170,39,212,Landor,Landor,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,168,195
2570,2,42,85,Mount Gould,Mount Gould,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,169,195
2571,44,45,213,Mount Gould,Mount Gould,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,170,195
2572,86,48,86,Beringarra,Beringarra,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,171,195
2573,128,51,214,Buttah,Buttah,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,172,195
2574,170,54,87,Buttah,Buttah,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,173,195
2575,2,57,215,Buttah,Buttah,Gascoyne,Mid West,Pilbara,plains,aussie,tersian,auto,180,174,195
2576,44,60,88,Mount Wittenoom,Mount Wittenoom,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,175,195
2577,86,63,216,Mount Wittenoom,Mount Wittenoom,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,176,195
2578,128,66,89,Mount Wittenoom,Mount Wittenoom,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,177,195
2579,170,69,217,Mount Wittenoom,Mount Wittenoom,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,178,195
2580,2,72,90,Meekatharra,Meekatharra,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,179,195
2581,44,75,218,Meekatharra,Meekatharra,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,180,195
2582,86,78,91,Meekatharra,Meekatharra,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,181,195
2583,128,81,219,Meekatharra,Meekatharra,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,182,195
2584,170,84,92,Dalgaranga,Dalgaranga,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,183,195
2585,2,87,220,Dalgaranga,Dalgaranga,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,184,195
2586,44,90,93,Dalgaranga,Dalgaranga,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,185,195
2587,86,93,221,Cogla,Cogla,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,186,195
2588,128,96,94,Cogla,Cogla,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,187,195
2589,170,99,222,Wondimong,Wondimong,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,188,195
2590,2,102,95,Wondimong,Wondimong,Weld,Mid West,Pilbara,plains,aussie,tersian,auto,180,189,195
2591,44,105,223,Walgi Gunya,Walgi Gunya,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,190,195
2592,86,108,96,Walgi Gunya,Walgi Gunya,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,191,195
2593,128,111,224,Walgi Gunya,Walgi Gunya,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,192,195
2594,170,114,97,North Pool,North Pool,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,193,195
2595,2,117,225,North Pool,North Pool,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,194,195
2596,44,120,98,Mount Keith Mine,Mount Keith Mine,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,195,195
2597,86,123,226,Mount Keith Mine,Mount Keith Mine,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,196,195
2598,128,126,99,Depot Springs,Depot Springs,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,197,195
2599,170,129,227,Depot Springs,Depot Springs,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,198,195
2600,2,132,0,Mount Goode,Mount Goode,Emu,Mid West,Pilbara,plains,aussie,tersian,auto,180,199,195
2601,44,135,128,Ex Carrarang,Ex Carrarang,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,105
2602,86,138,1,Ex Carrarang,Ex Carrarang,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,106
2603,128,141,129,Kalbarri,Kalbarri,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,107
2604,170,144,2,Kalbarri,Kalbarri,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,108
2605,2,147,130,Kalbarri,Kalbarri,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,109
2606,44,150,3,Kalbarri,Kalbarri,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,110
2607,86,153,131,Geraldton,Geraldton,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,111
2608,128,156,4,Geraldton,Geraldton,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,112
2609,170,159,132,Geraldton,Geraldton,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,113
2610,2,162,5,Geraldton,Geraldton,Zuytdorp,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,114
2611,44,165,133,Dongara,Dongara,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,115
2612,86,168,6,Dongara,Dongara,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,116
2613,128,171,134,Dongara,Dongara,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,117
2614,170,174,7,Dongara,Dongara,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,118
2615,2,177,135,Morawa,Morawa,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,119
2616,44,180,8,Morawa,Morawa,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,120
2617,86,183,136,Morawa,Morawa,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,121
2618,128,186,9,Morawa,Morawa,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,122
2619,170,189,137,Morawa,Morawa,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,123
2620,2,192,10,Coorow,Coorow,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,124
2621,44,195,138,Coorow,Coorow,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,125
2622,86,198,11,Coorow,Coorow,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,126
2623,128,201,139,Coorow,Coorow,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,127
2624,170,204,12,Cadoux,Cadoux,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,128
2625,2,207,140,Cadoux,Cadoux,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,129
2626,44,210,13,Cadoux,Cadoux,Langustine,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,130
2627,86,0,141,Capamauro,Capamauro,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,131
2628,128,3,14,Capamauro,Capamauro,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,132
2629,170,6,142,Capamauro,Capamauro,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,133
2630,2,9,15,Cataby,Cataby,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,134
2631,44,12,143,Cataby,Cataby,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,135
2632,86,15,16,Cataby,Cataby,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,136
2633,128,18,144,Cataby,Cataby,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,137
2634,170,21,17,Moora,Moora,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,138
2635,2,24,145,Moora,Moora,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,139
2636,44,27,18,Moora,Moora,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,140
2637,86,30,146,Moora,Moora,Swan,The Spike,Golden Wheat,plains,aussie,tersian,auto,138,185,141
2638,128,33,19,Bencubbin,Bencubbin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,14,44,91
2639,170,36,147,Bencubbin,Bencubbin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,15,44,91
2640,2,39,20,Dowerin,Dowerin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,16,44,91
2641,44,42,148,Dowerin,Dowerin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,17,44,91
2642,86,45,21,Dowerin,Dowerin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,18,44,91
2643,128,48,149,Dowerin,Dowerin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,19,44,91
2644,170,51,22,Mooring Rock,Mooring Rock,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,20,44,91
2645,2,54,150,Mooring Rock,Mooring Rock,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,21,44,91
2646,44,57,23,Mooring Rock,Mooring Rock,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,22,44,91
2647,86,60,151,Merredin,Merredin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,23,44,91
2648,128,63,24,Dangin,Dangin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,24,44,91
2649,170,66,152,Dangin,Dangin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,25,44,91
2650,2,69,25,Dangin,Dangin,Perthian March,Southwest,Golden Wheat,plains,aussie,tersian,auto,26,44,91
2651,44,72,153,Gingin,Gingin,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,27,44,91
2652,86,75,26,Gingin,Gingin,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,28,44,91
2653,128,78,154,Gingin,Gingin,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,29,44,91
2654,170,81,27,Northam,Northam,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,30,44,91
2655,2,84,155,Northam,Northam,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,31,44,91
2656,44,87,28,Northam,Northam,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,32,44,91
2657,86,90,156,Perth,Perth,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,33,44,91
2658,128,93,29,Perth,Perth,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,34,44,91
2659,170,96,157,Perth,Perth,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,35,44,91
2660,2,99,30,Perth,Perth,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,36,44,91
2661,44,102,158,Perth,Perth,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,37,44,91
2662,86,105,31,Narrogin,Narrogin,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,38,44,91
2663,128,108,159,Narrogin,Narrogin,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,39,44,91
2664,170,111,32,Narrogin,Narrogin,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,40,44,91
2665,2,114,160,Mandurah,Mandurah,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,41,44,91
2666,44,117,33,Mandurah,Mandurah,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,42,44,91
2667,86,120,161,Mandurah,Mandurah,Perth,Southwest,Golden Wheat,plains,aussie,tersian,auto,43,44,91
2668,128,123,34,Bunbury,Bunbury,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,44,44,91
2669,170,126,162,Bunbury,Bunbury,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,45,44,91
2670,2,129,35,Bunbury,Bunbury,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,46,44,91
2671,44,132,163,Bunbury,Bunbury,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,47,44,91
2672,86,135,36,Wagin,Wagin,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,48,44,91
2673,128,138,164,Wagin,Wagin,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,49,44,91
2674,170,141,37,Wagin,Wagin,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,50,44,91
2675,2,144,165,Wagin,Wagin,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,51,44,91
2676,44,147,38,Wagin,Wagin,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,52,44,91
2677,86,150,166,Margaret River,Margaret River,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,53,44,91
2678,128,153,39,Margaret River,Margaret River,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,54,44,91
2679,170,156,167,Margaret River,Margaret River,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,55,44,91
2680,2,159,40,Margaret River,Margaret River,Geographe,Southwest,Golden Wheat,plains,aussie,tersian,auto,56,44,91
2681,44,162,168,Bridgetown,Bridgetown,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,57,44,91
2682,86,165,41,Bridgetown,Bridgetown,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,58,44,91
